མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,3085,6,《པེ་》《སྣར་》,སྦྱིན།,,,,,
,593,3086,1,《པེ་》《སྣར་》,ཞུགས།,,,,,
,,3087,2,《པེ་》《སྣར་》,p ཉིད།,,,,,
,,3088,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,594,3089,1,《པེ་》《སྣར་》,བལྟ།,,,,,
,,3090,2,《སྣར་》,བསམ།,,,,,
,,3091,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,595,3092,1,《པེ་》《སྣར་》,གིས་གཟུགས་ཀྱིས།,,,,,
,,3093,2,《པེ་》《སྣར་》,མ་ནི་ནམ།,,,,,
,,3094,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,3095,4,《པེ་》《སྣར་》,མོ།,,,,,
,,3096,5,《པེ་》《སྣར་》,སྐྱོད།,,,,,
,,3097,6,《པེ་》《སྣར་》,དུ།,,,,,
,596,3098,1,《པེ་》《སྣར་》,ལོ།,,,,,
,,3099,2,《པེ་》《སྣར་》,m གྱི།,,,,,
,,3100,3,《པེ་》《སྣར་》,དགོངས།,,,,,
,,3101,4,《པེ་》《སྣར་》,m ལ།,,,,,
,,3102,5,《པེ་》《སྣར་》,p ད་ནི།,,,,,
,,3103,6,《པེ་》《སྣར་》,པའོ།,,,,,
,,3104,7,《པེ་》《སྣར་》,རིགས།,,,,,
,597,3105,1,《པེ་》《སྣར་》,m ལས།,,,,,
,,3106,2,《པེ་》《སྣར་》,m པ།,,,,,
,,3107,3,《པེ་》《སྣར་》,བྱ་བའོ།,,,,,
,,3108,4,《པེ་》《སྣར་》,མོ།,,,,,
,,3109,5,《པེ་》《སྣར་》,གྱི།,,,,,
,,3110,6,《པེ་》《སྣར་》,བཞིན།,,,,,
,,3111,7,《པེ་》《སྣར་》,པའི་བཤད་པས།,,,,,
,,3112,8,《པེ་》《སྣར་》,ནས།,,,,,
,,3113,9,《པེ་》《སྣར་》,ནི།,,,,,
,598,3114,1,《པེ་》《སྣར་》,སྤྱད།,,,,,
,,3115,2,《པེ་》《སྣར་》,p བུ།,,,,,
,,3116,3,《པེ་》《སྣར་》,m པ།,,,,,
,,3117,4,《པེ་》,རིགས།,,,,,
,,3118,5,《པེ་》《སྣར་》,m པ།,,,,,
,,3119,6,《པེ་》《སྣར་》,ནི།,,,,,
,,3120,7,《པེ་》《སྣར་》,མའི།,,,,,
,,3121,8,《པེ་》《སྣར་》,བརྒྱན།,,,,,
,,3122,9,《པེ་》《སྣར་》,སྐྱེ།,,,,,
,,3123,10,《པེ་》《སྣར་》,m པ།,,,,,
,,3124,11,《པེ་》《སྣར་》,m རྣམ་པ།,,,,,
,599,3125,1,《ཅོ་》,འཇིག,,,,,
,,3126,2,《པེ་》,m གི།,,,,,
,,3127,3,《ཅོ་》,p ག,,,,,
,,3128,4,《པེ་》《སྣར་》,པའི།,,,,,
,,3129,5,《པེ་》《སྣར་》,པས།,,,,,
,,3130,6,《པེ་》《སྣར་》,རིག,,,,,
,,3131,7,《པེ་》《སྣར་》,གསུང་གི།,,,,,
,,3132,8,《པེ་》《སྣར་》,གྱིས།,,,,,
,600,3133,1,《པེ་》《སྣར་》,p དེའི།,,,,,
,,3134,2,《ཅོ་》,རྣམས།,,,,,
,,3135,3,《པེ་》《སྣར་》,m པ།,,,,,
,,3136,4,《སྣར་》,པོ།,,,,,
,,3137,5,《པེ་》《སྣར་》,p ནི།,,,,,
,,3138,6,《པེ་》《སྣར་》,p པ།,,,,,
,,3139,7,《པེ་》《སྣར་》,འཐོབ།,,,,,
,,3140,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,601,3141,1,《པེ་》《སྣར་》,པས།,,,,,
,,3142,2,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,3143,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3144,4,《པེ་》《སྣར་》,m གྱི།,,,,,
,602,3145,1,《པེ་》《སྣར་》,མཁའི།,,,,,
,,3146,2,《པེ་》《སྣར་》,པ།,,,,,
,,3147,3,《སྣར་》,m པ།,,,,,
,,3148,4,《པེ་》《སྣར་》,p ཏུ།,,,,,
,,3149,5,《པེ་》《སྣར་》,གསུང་བ།,,,,,
,,3150,6,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,3151,7,《པེ་》《སྣར་》,གྲུབ།,,,,,
,,3152,8,《པེ་》《སྣར་》,p པར།,,,,,
,,3153,9,《པེ་》《སྣར་》,བའི།,,,,,
,,3154,10,《པེ་》《སྣར་》,པོས།,,,,,
,,3155,11,《པེ་》《སྣར་》,p དང་།,,,,,
,,3156,12,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,603,3157,1,《པེ་》《སྣར་》,པའི།,,,,,
,,3158,2,《པེ་》《སྣར་》,m དོ།,,,,,
,,3159,3,《ཅོ་》,བའི་གདུ།,,,,,
,,3160,4,《པེ་》《སྣར་》,ལས་གཞེས།,,,,,
,604,3161,1,《པེ་》《སྣར་》,བརླབས།,,,,,
,,3162,2,《སྣར་》,ཀྱིས།,,,,,
,,3163,3,《པེ་》《སྣར་》,p དེ།,,,,,
,,3164,4,《པེ་》《སྣར་》,གསུམ།,,,,,
,,3165,5,《པེ་》《སྣར་》,པས།,,,,,
,605,3166,1,《པེ་》《སྣར་》,m ན།,,,,,
,,3167,2,《པེ་》《སྣར་》,p པར་བྱེད།,,,,,
,,3168,3,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,3169,4,《པེ་》《སྣར་》,མའོ།,,,,,
,,3170,5,《པེ་》《སྣར་》,m བ།,,,,,
,,3171,6,《པེ་》《སྣར་》,m དང་།,,,,,
,,3172,7,《པེ་》《སྣར་》,བརླབ།,,,,,
,606,3173,1,《པེ་》《སྣར་》,པའི།,,,,,
,,3174,2,《པེ་》《སྣར་》,p རྡོ་རྗེའི།,,,,,
,,3175,3,《པེ་》《སྣར་》,དེ།,,,,,
,,3176,4,《པེ་》《སྣར་》,བསྟན།,,,,,
,,3177,5,《པེ་》《སྣར་》,p ནི།,,,,,
,607,3178,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,3179,2,《པེ་》《སྣར་》,m ཞེས་པ་ནི།,,,,,
,,3180,3,《པེ་》《སྣར་》,བྱེད་པའི།,,,,,
,,3181,4,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,3182,5,《སྣར་》,པ།,,,,,
,608,3183,1,《པེ་》《སྣར་》,m དང་།,,,,,
,,3184,2,《པེ་》《སྣར་》,གོམས་ཤིང་།,,,,,
,,3185,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3186,4,《པེ་》《སྣར་》,གིས།,,,,,
,,3187,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,609,3188,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3189,2,《པེ་》《སྣར་》,གྱིས་བཞུགས།,,,,,
,,3190,3,《པེ་》《སྣར་》,གྱིས་བཞུགས།,,,,,
,,3191,4,《པེ་》《སྣར་》,བཞུགས།,,,,,
,,3192,5,《པེ་》《སྣར་》,སྟོན།,,,,,
,,3193,6,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,610,3194,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3195,2,《པེ་》《སྣར་》,པར།,,,,,
,,3196,3,《པེ་》《སྣར་》,ཉིད།,,,,,
,611,3197,1,《པེ་》《སྣར་》,བྱའི།,,,,,
,,3198,2,《པེ་》《སྣར་》,m ཅན།,,,,,
,,3199,3,《པེ་》《སྣར་》,འདི།,,,,,
,,3200,4,《པེ་》《སྣར་》,p ལས།,,,,,
,,3201,5,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3202,6,《པེ་》《སྣར་》,གྱི།,,,,,
,,3203,7,《པེ་》《སྣར་》,པོ།,,,,,
,,3204,8,《པེ་》《སྣར་》,ཨ།,,,,,
,612,3205,1,《པེ་》《སྣར་》,པས་ཕུང་པ་རུ།,,,,,
,,3206,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,3207,3,《པེ་》《སྣར་》,p རྣམས།,,,,,
,,3208,4,《པེ་》《སྣར་》,ན།,,,,,
,,3209,5,《པེ་》《སྣར་》,བ།,,,,,
,,3210,6,《པེ་》《སྣར་》,དཔལ་མོ།,,,,,
,613,3211,1,《པེ་》《སྣར་》,མོའི།,,,,,
,,3212,2,《པེ་》《སྣར་》,p ང་།,,,,,
,,3213,3,《པེ་》《སྣར་》,བོ།,,,,,
,,3214,4,《པེ་》《སྣར་》,འཇིག,,,,,
,,3215,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,614,3216,1,《པེ་》《སྣར་》,ལ།,,,,,
,,3217,2,《པེ་》《སྣར་》,m ཏ།,,,,,
,,3218,3,《པེ་》《སྣར་》,འཐོབ།,,,,,
,,3219,4,《པེ་》《སྣར་》,དེ་ལ།,,,,,
,,3220,5,《པེ་》《སྣར་》,དེར།,,,,,
,,3221,6,《པེ་》《སྣར་》,ཡིས།,,,,,
,,3222,7,《པེ་》《སྣར་》,ཞུགས།,,,,,
,,3223,8,《པེ་》《སྣར་》,བཟང་།,,,,,
,,3224,9,《པེ་》《སྣར་》,བཟང་དེས་ཀྱང་།,,,,,
,,3225,10,《པེ་》《སྣར་》,བྱ།,,,,,
,615,3226,1,《པེ་》《སྣར་》,ག,,,,,
,,3227,2,《པེ་》《སྣར་》,འདམ་པ།,,,,,
,,3228,3,《པེ་》《སྣར་》,ཀ,,,,,
,,3229,4,《པེ་》《སྣར་》,སེང་།,,,,,
,,3230,5,《པེ་》《སྣར་》,པ་སྟེ།,,,,,
,,3231,6,《སྣར་》,སྒྲུབ།,,,,,
,,3232,7,《པེ་》《སྣར་》,m ཞེས།,,,,,
,,3233,8,《པེ་》《སྣར་》,p ནང་དུ་མའི།,,,,,
,,3234,9,《པེ་》《སྣར་》,འགུགས།,,,,,
,,3235,10,《པེ་》《སྣར་》,གིས།,,,,,
,,3236,11,《པེ་》《སྣར་》,གིས་ཨརྒྷ།,,,,,
,616,3237,1,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,3238,2,《པེ་》《སྣར་》,ཆང་།,,,,,
,,3239,3,《པེ་》《སྣར་》,m ལ།,,,,,
,,3240,4,《པེ་》《སྣར་》,p རྣམས།,,,,,
,,3241,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3242,6,《པེ་》《སྣར་》,བ་ནི།,,,,,
,,3243,7,《པེ་》《སྣར་》,བསྟན།,,,,,
,617,3244,1,《སྣར་》,ཐོས།,,,,,
,,3245,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,3246,3,《པེ་》《སྣར་》,རྗེའི།,,,,,
,,3247,4,《པེ་》《སྣར་》,ཏོ།,,,,,
,,3248,5,《པེ་》《སྣར་》,ཏེ།,,,,,
,618,3249,1,《པེ་》《སྣར་》,སྤྲོས།,,,,,
,,3250,2,《པེ་》《སྣར་》,གྱི།,,,,,
,619,3251,1,《པེ་》《སྣར་》,བསྙེན།,,,,,
,,3252,2,《པེ་》《སྣར་》,m ནམ།,,,,,
,,3253,3,《པེ་》《སྣར་》,p ནི།,,,,,
,,3254,4,《པེ་》《སྣར་》,m དང་།,,,,,
,,3255,5,《པེ་》《སྣར་》,m པ།,,,,,
,,3256,6,《པེ་》《སྣར་》,གྱི།,,,,,
,,3257,7,《པེ་》《སྣར་》,ན།,,,,,
,620,3258,1,《པེ་》《སྣར་》,རིག,,,,,
,,3259,2,《པེ་》《སྣར་》,བརླབ།,,,,,
,,3260,3,《པེ་》《སྣར་》,མ་གྱུར།,,,,,
,,3261,4,《པེ་》《སྣར་》,p འདི།,,,,,
,,3262,5,《པེ་》《སྣར་》,ཏེ།,,,,,
,,3263,6,《པེ་》《སྣར་》,རིམ་གྱིས།,,,,,
,621,3264,1,《པེ་》《སྣར་》,ལོ།,,,,,
,,3265,2,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,3266,3,《པེ་》《སྣར་》,ལོ་སྒྱུར་བ་བསམས་ཏེ།,,,,,
,,3267,4,《པེ་》《སྣར་》,རྒྱན།,,,,,
,,3268,5,《པེ་》《སྣར་》,ནི།,,,,,
,,3269,6,《པེ་》《སྣར་》,m དེ།,,,,,
,,3270,7,《པེ་》《སྣར་》,ལོ།,,,,,
,,3271,8,《པེ་》《སྣར་》,པོ་པའི།,,,,,
,,3272,9,《པེ་》《སྣར་》,m པར།,,,,,
,,3273,10,《སྣར་》,གིས།,,,,,
,,3274,11,《པེ་》《སྣར་》,m སྡེ།,,,,,
,622,3275,1,《པེ་》《སྣར་》,གྱུར་པ།,,,,,
,,3276,2,《པེ་》《སྣར་》,ཏེ།,,,,,
,,3277,3,《པེ་》《སྣར་》,m རྣམས།,,,,,
,,3278,4,《པེ་》《སྣར་》,པའི།,,,,,
,623,3279,1,《པེ་》《སྣར་》,པ།,,,,,
,,3280,2,《པེ་》《སྣར་》,བུ།,,,,,
,,3281,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3282,4,《པེ་》《སྣར་》,ཏེ།,,,,,
,,3283,5,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,3284,6,《པེ་》《སྣར་》,བསྟན།,,,,,
,,3285,7,《པེ་》《སྣར་》,m དེ།,,,,,
,624,3286,1,《པེ་》《སྣར་》,གིས།,,,,,
,,3287,2,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,3288,3,《པེ་》《སྣར་》,p ལ།,,,,,
,,3289,4,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3290,5,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,3291,6,《པེ་》《སྣར་》,བས།,,,,,
,,3292,7,《པེ་》《སྣར་》,བལྟོས།,,,,,
,625,3293,1,《པེ་》《སྣར་》,p དངོས་པོར།,,,,,
,,3294,2,《པེ་》《སྣར་》,p པས་དོན།,,,,,
,,3295,3,《པེ་》《སྣར་》,mམ།,,,,,
,,3296,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,3297,5,《སྣར་》,དེ།,,,,,
,,3298,6,《པེ་》《སྣར་》,དེ།,,,,,
,,3299,7,《པེ་》《སྣར་》,ཅིག,,,,,
,,3300,8,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,626,3301,1,《པེ་》《སྣར་》,ར།,,,,,
,,3302,2,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,3303,3,《པེ་》《སྣར་》,གཞེངས།,,,,,
,627,3304,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,3305,2,《པེ་》《སྣར་》,ངེད།,,,,,
,,3306,3,《པེ་》《སྣར་》,པོའི།,,,,,
,628,3307,1,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,3308,2,《པེ་》《སྣར་》,རྗེ་ནི།,,,,,
,,3309,3,《པེ་》《སྣར་》,p དེ་ཡི་ངོ་བོ་མཐོང་མི་འགྱུར། །,,,,,
,,3310,4,《པེ་》《སྣར་》,ནས།,,,,,
,,3311,5,《པེ་》《སྣར་》,p བ།,,,,,
,,3312,6,《པེ་》《སྣར་》,ཡོངས།,,,,,
,,3313,7,《པེ་》《སྣར་》,གྱུར།,,,,,
,629,3314,1,《པེ་》《སྣར་》,m ནི།,,,,,
,,3315,2,《པེ་》《སྣར་》,བརྟག,,,,,
,,3316,3,《པེ་》《སྣར་》,དྲིས།,,,,,
,630,3317,1,《པེ་》《སྣར་》,དཔས།,,,,,
,,3318,2,《པེ་》《སྣར་》,p འདི།,,,,,
,,3319,3,《པེ་》《སྣར་》,མའི།,,,,,
,,3320,4,《པེ་》《སྣར་》,p ཆོས་ཐམས་ཅད་དང་།,《པེ་》《སྣར་》,ཀྱི་བདེ།,,,,
,,3321,5,《པེ་》《སྣར་》,བརླབས།,,,,,
,,3322,6,《སྣར་》,m བ།,,,,,
,,3323,7,《པེ་》《སྣར་》,པའོ།།,,,,,
,,3324,8,《པེ་》《སྣར་》,m གྱི།,,,,,
,a,3325,9,,,,,,,
,631,3326,1,《པེ་》《སྣར་》,འདི།,,,,,
,,3327,2,《པེ་》《སྣར་》,དེ།,,,,,
,,3328,3,《པེ་》《སྣར་》,བྱུང་།,,,,,
,,3329,4,《པེ་》《སྣར་》,པའི།,,,,,
,,3330,5,《པེ་》《སྣར་》,m པ་ལ་སོགས།,,,,,
,,3331,6,《པེ་》《སྣར་》,པས།,,,,,
,,3332,7,《པེ་》《སྣར་》,པས།,,,,,
,632,3333,1,《པེ་》《སྣར་》,མའོ།,,,,,
,,3334,2,《པེ་》《སྣར་》,མའོ།,,,,,
,,3335,3,《པེ་》《སྣར་》,མའོ།,,,,,
,,3336,4,《པེ་》《སྣར་》,p ཅན།,,,,,
,,3337,5,《པེ་》《སྣར་》,བརླབས།,,,,,
,633,3338,1,《སྣར་》,པ།,,,,,
,,3339,2,《པེ་》《སྣར་》,m ལ།,,,,,
,,3340,3,《སྣར་》,ཁྱད།,,,,,
,,3341,4,《པེ་》《སྣར་》,པས་ཉིད།,,,,,
,,3342,5,《པེ་》《སྣར་》,རྟོག,,,,,
,634,3343,1,《པེ་》《སྣར་》,མོ།,,,,,
,,3344,2,《པེ་》《སྣར་》,བུའི།,,,,,
,,3345,3,《པེ་》《སྣར་》,p དེ་ཉིད་ཡི་གེ་གསུམ་གྱི་རྒྱུར་གྱུར་པའོ།།,,,,,
,,3346,4,《པེ་》《སྣར་》,འཐོབ།,,,,,
,,3347,5,《པེ་》《སྣར་》,m ནི།,,,,,
,,3348,6,《པེ་》《སྣར་》,རིམ།,,,,,
,,3349,7,《པེ་》《སྣར་》,m དང་།,,,,,
,,3350,8,《པེ་》《སྣར་》,སྦྱང་བའི།,,,,,
,,3351,9,《པེ་》《སྣར་》,p སྟེ།,,,,,
,,3352,10,《པེ་》《སྣར་》,p པ།,,,,,
,,3353,11,《པེ་》《སྣར་》,པ་སྟེ།,,,,,
,,3354,12,《པེ་》《སྣར་》,འགྱུར་བ།,,,,,
,635,3355,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,3356,2,《པེ་》《སྣར་》,ནི།,,,,,
,,3357,3,《པེ་》《སྣར་》,ལ།,,,,,
,636,3358,1,《པེ་》《སྣར་》,m ལ། བཤང་གཅི་ལ་སོགས་པ།,,,,,
,,3359,2,《པེ་》《སྣར་》,བཟང་།,,,,,
,,3360,3,《པེ་》《སྣར་》,བཞིན།,,,,,
,,3361,4,《པེ་》《སྣར་》,རྨད།,,,,,
,,3362,5,《པེ་》《སྣར་》,བས།,,,,,
,,3363,6,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,,3364,7,《པེ་》《སྣར་》,m པ།,,,,,
,,3365,8,《པེ་》《སྣར་》,p སེམས་ཏེ་དང་།,,,,,
,637,3366,1,《པེ་》《སྣར་》,m སའི།,,,,,
,,3367,2,《པེ་》《སྣར་》,p དབྱེ་བས་རྣམ་པར།,,,,,
,,3368,3,《པེ་》《སྣར་》,ཅིག,,,,,
,,3369,4,《པེ་》《སྣར་》,མོའི།,,,,,
,638,3370,1,《པེ་》《སྣར་》,m ནས།,,,,,
,,3371,2,《པེ་》《སྣར་》,p ཀྱི།,,,,,
,,3372,3,《པེ་》《སྣར་》,ཏེ།,,,,,
,,3373,4,《པེ་》《སྣར་》,བགྱི།,,,,,
,,3374,5,《པེ་》《སྣར་》,སེམས་དཔའ།,,,,,
,,3375,6,《པེ་》《སྣར་》,p ནི།,,,,,
,639,3376,1,《པེ་》《སྣར་》,p རུང་།,,,,,
