མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,
,,1481,5,《པེ་》《སྣར་》,དེ།,
,,1482,6,《པེ་》《སྣར་》,mབར་བྱ།,
,261,1483,1,《པེ་》《སྣར་》,པར།,
,,1484,2,《པེ་》《སྣར་》,mནོ།,
,,1485,3,《པེ་》《སྣར་》,mའཛིན་དུ།,
,,1486,4,《པེ་》《སྣར་》,mཏེ་དེས་ན།,
,,1487,5,《པེ་》《སྣར་》,དང་ཞེ།,
,262,1488,1,《པེ་》《སྣར་》,ཀྱི།,
,,1489,2,《པེ་》《སྣར་》,བསྒྲུབ་པར།,
,,1490,3,《པེ་》《སྣར་》,pཇི་ལྟ་བ།,
,,1491,4,《པེ་》《སྣར་》,མིན་ནོ།,
,,1492,5,《པེ་》《སྣར་》,ཡིན།,
,,1493,6,《པེ་》《སྣར་》,pཡིན་པ།,
,263,1494,1,《པེ་》《སྣར་》,མང་བ།,
,,1495,2,《པེ་》《སྣར་》,རེ་ཞིག,
,,1496,3,《པེ་》,བཟོད།,
,,1497,4,《པེ་》《སྣར་》,ངེས།,
,,1498,5,《པེ་》《སྣར་》,མ།,
,,1499,6,《པེ་》《སྣར་》,དེ།,
,,1500,7,《སྣར་》,གྱིས།,
,,1501,8,《པེ་》《སྣར་》,ན།,
,,1502,9,《པེ་》《སྣར་》,འཁྱམ།,
,,1503,10,《པེ་》《སྣར་》,ནི།,
,264,1504,1,《པེ་》《སྣར་》,རྟོགས།,
,,1505,2,《སྣར་》,རིག,
,,1506,3,《པེ་》《སྣར་》,ནས།,
,,1507,4,《སྣར་》,བཟུང་།,
,,1508,5,《པེ་》《སྣར་》,གྱིས།,
,,1509,6,《པེ་》《སྣར་》,དཀྲུགས།,
,,1510,7,《པེ་》《སྣར་》,ནམ།,
,,1511,8,《པེ་》《སྣར་》,ལས།,
,,1512,9,《པེ་》《སྣར་》,ཞིག,
,,1513,10,《སྣར་》,བཅུ།,
,,1514,11,《པེ་》《སྣར་》,pས།,
,265,1515,1,《པེ་》《སྣར་》,pནི།,
,,1516,2,《པེ་》《སྣར་》,ལས།,
,,1517,3,《པེ་》,ཀྱིས།,
,,1518,4,《པེ་》《སྣར་》,དེར།,
,,1519,5,《པེ་》《སྣར་》,mལ།,
,266,1520,1,《པེ་》《སྣར་》,བསལ།,
,,1521,2,《པེ་》《སྣར་》,གྱིས།,
,,1522,3,《པེ་》《སྣར་》,པོས།,
,,1523,4,《པེ་》《སྣར་》,གྱིས།,
,,1524,5,《པེ་》《སྣར་》,mདགོས།,
,,1525,6,《པེ་》《སྣར་》,སྲེད།,
,,1526,7,《པེ་》,འགག,
,,1527,8,《པེ་》《སྣར་》,གྱིས།,
,,1528,9,《པེ་》《སྣར་》,pདེ།,
,,1529,10,《སྣར་》,གསལ།,
,267,1530,1,《པེ་》《སྣར་》,པོ།,
,,1531,2,《སྣར་》,པས།,
,,1532,3,《སྣར་》,སྤྱོད།,
,,1533,4,《པེ་》《སྣར་》,pདེ།,
,,1534,5,《པེ་》,མོ།,
,,1535,6,《པེ་》《སྣར་》,གྱི།,
,,1536,7,《པེ་》《སྣར་》,འཇིག,
,,1537,8,《པེ་》《སྣར་》,བཟུད།,
,,1538,9,《པེ་》《སྣར་》,གི།,
,,1539,10,《པེ་》《སྣར་》,མ།,
,,1540,11,《པེ་》《སྣར་》,ཀྱི།,
,,1541,12,《པེ་》《སྣར་》,ཀྱི།,
,,1542,13,《པེ་》《སྣར་》,རྣམས།,
,268,1543,1,《པེ་》《སྣར་》,ན།,
,,1544,2,《པེ་》《སྣར་》,ཀྱི།,
,,1545,3,《པེ་》《སྣར་》,གི།,
,,1546,4,《སྣར་》,བཟུད།,
,,1547,5,《པེ་》《སྣར་》,ན་བརྫུས།,
,,1548,6,《པེ་》《སྣར་》,གི།,
,,1549,7,《པེ་》《སྣར་》,པ།,
,,1550,8,《པེ་》《སྣར་》,པར།,
,,1551,9,《པེ་》《སྣར་》,ལྟ།,
,,1552,10,《པེ་》,ཅི།,
,269,1553,1,《སྣར་》,mཔ།,
,,1554,2,《པེ་》《སྣར་》,འདྲ་བ།,
,,1555,3,《པེ་》,བ།,《སྣར་》,mཡང་དག་པ།
,,1556,4,《པེ་》《སྣར་》,མ།,
,,1557,5,《པེ་》《སྣར་》,རྟོགས།,
,,1558,6,《པེ་》《སྣར་》,རྟོག་ན།,
,,1559,7,《པེ་》《སྣར་》,རྟོགས།,
,,1560,8,《པེ་》《སྣར་》,རྟོགས།,
,,1561,9,《པེ་》《སྣར་》,ཀྱི།,
,,1562,10,《པེ་》《སྣར་》,མིན།,
,270,1563,1,《པེ་》《སྣར་》,mཆོས་ལ།,
,,1564,2,《པེ་》《སྣར་》,ལ།,
,,1565,3,《པེ་》《སྣར་》,སྤང་བའི།,
,,1566,4,《སྣར་》,པ།,
,,1567,5,《པེ་》《སྣར་》,ཐོབ།,
,,1568,6,《པེ་》《སྣར་》,བསྒོམས།,
,,1569,7,《པེ་》《སྣར་》,mཔར།,
,,1570,8,《པེ་》,འོགས།,
,,1571,9,《པེ་》《སྣར་》,ཀྱི།,
,,1572,10,《པེ་》《སྣར་》,གིས།,
,,1573,11,《པེ་》《སྣར་》,འཐོབ།,
,271,1574,1,《པེ་》《སྣར་》,བརྟག,
,,1575,2,《སྣར་》,དད་པ།,
,,1576,3,《པེ་》《སྣར་》,པར།,
,,1577,4,《པེ་》,རབ།,《སྣར་》,བར།
,,1578,5,《པེ་》,པ།,
,,1579,6,《པེ་》《སྣར་》,mལ།,
,,1580,7,《ཅོ་》,mཉིད་དུ།,
,,1581,8,《སྣར་》,སྙིད།,
,,1582,9,《པེ་》《སྣར་》,བསླུ།,
,,1583,10,《པེ་》《སྣར་》,ཀྱི།,
,,1584,11,《པེ་》《སྣར་》,mཡང་།,
,,1585,12,《པེ་》《སྣར་》,བསླུ།,
,,1586,13,《སྣར་》,སལ་བར་གྱམ་པ་ཉིད་བུ།,
,,1587,14,《སྣར་》,སྨད།,
,272,1588,1,《པེ་》《སྣར་》,བསླུ་བ།,
,,1589,2,《པེ་》,དུ་ལམ།,
,,1590,3,《པེ་》《སྣར་》,mན།,
,,1591,4,《པེ་》《སྣར་》,mནི།,
,,1592,5,《པེ་》,ན།,《སྣར་》,ནི།
,,1593,6,《པེ་》《སྣར་》,དུ།,
,,1594,7,《པེ་》《སྣར་》,གིས།,
,,1595,8,《པེ་》,དུ་རྟོག་ལ་རག,《སྣར་》,དུ་རྟོག་ལ་དག
,,1596,9,《པེ་》《སྣར་》,mནི།,
,,1597,10,《པེ་》《སྣར་》,mརོ།,
,,1598,11,《པེ་》《སྣར་》,ཀྱིས།,
,,1599,12,《པེ་》《སྣར་》,སྤྱིའི།,
,273,1600,1,《པེ་》《སྣར་》,mཡང་།,
,,1601,2,《པེ་》《སྣར་》,ཀྱི།,
,,1602,3,《པེ་》《སྣར་》,རྩོད།,
,,1603,4,《པེ་》《སྣར་》,mརོ།,
,,1604,5,《པེ་》《སྣར་》,གི།,
,274,1605,1,《པེ་》《སྣར་》,mནི།,
,,1606,2,《པེ་》《སྣར་》,ལ།,
,,1607,3,《པེ་》《སྣར་》,པ།,
,,1608,4,《པེ་》《སྣར་》,mན།,
,,1609,5,《པེ་》《སྣར་》,mསོ།,
,,1610,6,《ཅོ་》,འཇུག,
,,1611,7,《པེ་》《སྣར་》,མ་གསུངས་ཀྱིས།,
,,1612,8,《པེ་》《སྣར་》,གསུངས་པར།,
,,1613,9,《པེ་》《སྣར་》,ཀྱི།,
,,1614,10,《པེ་》《སྣར་》,གིས།,
,,1615,11,《པེ་》《སྣར་》,གི།,
,,1616,12,《པེ་》《སྣར་》,འདིར།,
,,1617,13,《པེ་》《སྣར་》,mགང་།,
,275,1618,1,《པེ་》《སྣར་》,ཀྱི།,
,,1619,2,《པེ་》《སྣར་》,mཀྱིས།,
,,1620,3,《སྣར་》,mམིང་མེད་པ་རྣམས།,
,,1621,4,《པེ་》《སྣར་》,mན།,
,,1622,5,《པེ་》《སྣར་》,པ་རྟགས།,
,,1623,6,《པེ་》《སྣར་》,བརྟགས།,
,,1624,7,《པེ་》《སྣར་》,mགང་།,
,,1625,8,《པེ་》《སྣར་》,mདེ་ཡང་།,
,,1626,9,《པེ་》《སྣར་》,pདེ།,
,,1627,10,《སྣར་》,གོངས།,
,276,1628,1,《པེ་》《སྣར་》,ལས།,
,,1629,2,《པེ་》《སྣར་》,ལ།,
,,1630,3,《པེ་》《སྣར་》,pམ།,
,,1631,4,《པེ་》《སྣར་》,ཀྱི།,
,,1632,5,《པེ་》《སྣར་》,གསུངས་སམ།,
,,1633,6,《པེ་》《སྣར་》,དཔའ།,
,277,1634,1,《པེ་》《སྣར་》,བརྙེད།,
,,1635,2,《པེ་》《སྣར་》,ཤེས།,
,,1636,3,《པེ་》《སྣར་》,mརོ།,
,,1637,4,《པེ་》《སྣར་》,པར།,
,,1638,5,《པེ་》《སྣར་》,པར།,
,,1639,6,《སྣར་》,བགད།,
,,1640,7,《པེ་》《སྣར་》,བས།,
,,1641,8,《སྣར་》,འགྱུར་བ།,
,,1642,9,《པེ་》《སྣར་》,mཡང་།,
,,1643,10,《པེ་》《སྣར་》,བལྟམ།,
,278,1644,1,《པེ་》《སྣར་》,ལས།,
,,1645,2,《པེ་》《སྣར་》,ནས།,
,,1646,3,《པེ་》《སྣར་》,བར།,
,,1647,4,《པེ་》《སྣར་》,mཡང་།,
,,1648,5,《པེ་》《སྣར་》,བལྟམ།,
,,1649,6,《པེ་》《སྣར་》,འབྱུང་།,
,279,1650,1,《པེ་》《སྣར་》,དཔའ་དེ།,
,,1651,2,《པེ་》《སྣར་》,pརོ།།,
,,1652,3,《པེ་》《སྣར་》,གཏང་།,
,,1653,4,《པེ་》《སྣར་》,རྟེན།,
,,1654,5,《སྣར་》,ཅི།,
,,1655,6,《པེ་》《སྣར་》,mདེ།,
,,1656,7,《པེ་》《སྣར་》,པས།,
,,1657,8,《པེ་》《སྣར་》,mབ།,
,,1658,9,《པེ་》《སྣར་》,ལ།,
,,1659,10,《པེ་》《སྣར་》,ལྟ།,
,,1660,11,《སྣར་》,བར།,
,,1661,12,《པེ་》《སྣར་》,ཀྱིས།,
,,1662,13,《པེ་》《སྣར་》,pགང་།,
,,1663,14,《པེ་》《སྣར་》,mཅན་རྣམས།,
,280,1664,1,《པེ་》《སྣར་》,ལྟ།,
,,1665,2,《པེ་》《སྣར་》,གསུངས་པ།,
,,1666,3,《པེ་》,ཀྱི་དེ་དག,《སྣར་》,ཀྱིས་དེ་དག
,,1667,4,《སྣར་》,pཏེ།,
,,1668,5,《པེ་》《སྣར་》,དགོངས།,
,,1669,6,《སྣར་》,pཇི།,
,,1670,7,《པེ་》,mཉིད།,
,,1671,8,《པེ་》《སྣར་》,ཀྱི།,
,,1672,9,《སྣར་》,བར།,
,,1673,10,《པེ་》《སྣར་》,ཁར།,
,,1674,11,《པེ་》《སྣར་》,mཔ།,
,281,1675,1,《པེ་》《སྣར་》,གྱི།,
,,1676,2,《པེ་》《སྣར་》,ལ།,
,,1677,3,《པེ་》《སྣར་》,ཀྱི།,
,,1678,4,《པེ་》,mནི།,
,,1679,5,《སྣར་》,ངེས།,
,,1680,6,《པེ་》《སྣར་》,ལ།,
,,1681,7,《པེ་》《སྣར་》,རིགས།,
,,1682,8,《སྣར་》,ཀྱིས།,
,,1683,9,《པེ་》《སྣར་》,བླའི།  དེ།,
,,1684,10,《པེ་》《སྣར་》,mམི།,
,282,1685,1,《པེ་》《སྣར་》,བྱས་ཀྱང་ལྷ་བར་བྱས།,
,,1686,2,《སྣར་》,ལས།,
,,1687,3,《པེ་》《སྣར་》,བ།,
,,1688,4,《པེ་》,ཤི།,
,,1689,5,《པེ་》《སྣར་》,སློང་།,
,,1690,6,《པེ་》《སྣར་》,ཀྱི།,
,,1691,7,《པེ་》《སྣར་》,བསྒོམས།,
,,1692,8,《པེ་》《སྣར་》,པའི་སྒོམ།,
,,1693,9,《པེ་》《སྣར་》,བསྒོམ།,
,,1694,10,《སྣར་》,འདྲི།,
,,1695,11,《པེ་》《སྣར་》,གི།,
,,1696,12,《པེ་》《སྣར་》,pདུ།,
,,1697,13,《པེ་》《སྣར་》,ཟློག,
,,1698,14,《པེ་》《སྣར་》,མཐུན་ན།,
,283,1699,1,《པེ་》《སྣར་》,རིག,
,,1700,2,《པེ་》《སྣར་》,རིག,
,,1701,3,《པེ་》《སྣར་》,གཞག,
,,1702,4,《པེ་》《སྣར་》,པས།,
,,1703,5,《པེ་》《སྣར་》,བརྟགས།,
,,1704,6,《པེ་》《སྣར་》,འཇུག,
,,1705,7,《པེ་》《སྣར་》,བཟུང་།,
,,1706,8,《སྣར་》,དགོངས།,
,284,1707,1,《སྣར་》,བགོས།,
,,1708,2,《པེ་》《སྣར་》,སྨོན།,
,,1709,3,《པེ་》《སྣར་》,པ།,
,,1710,4,《པེ་》《སྣར་》,ཀྱི།,
,,1711,5,《པེ་》《སྣར་》,ཡ།,
,,1712,6,《པེ་》《སྣར་》,གྱིས།,
,,1713,7,《པེ་》《སྣར་》,པ།,
,285,1714,1,《པེ་》《སྣར་》,pསྙན་པ་ཉིད་དང་།,
,,1715,2,《པེ་》《སྣར་》,བཟུང་བླ།,
,,1716,3,《པེ་》《སྣར་》,གཡེངས་པ།,
,,1717,4,《པེ་》《སྣར་》,བཟུང་བླ།,
,,1718,5,《པེ་》《སྣར་》,གཡེངས།,
,,1719,6,《པེ་》《སྣར་》,mཆོས།,
,,1720,7,《པེ་》《སྣར་》,mཆོས་མཉན་པར་འདོད་པས་རྣམ་པ་བཅུ་དྲུག་དང་ལྡན་པས།,
,,1721,8,《པེ་》《སྣར་》,mཡང་།,
,,1722,9,《པེ་》《སྣར་》,ཤེས།,
,286,1723,1,《སྣར་》,བཟུང་།,
,,1724,2,《པེ་》《སྣར་》,སྟོན།,
,,1725,3,《པེ་》《སྣར་》,གཞུག,
,,1726,4,《པེ་》《སྣར་》,ཏུ་གཞུག་པ་འདིས་གང་ལ་ཡང་དག་པར་འཛིན་ཏུ་བཅུག་པ།,
,,1727,5,《པེ་》《སྣར་》,གི།,
,,1728,6,《པེ་》,གི།,《སྣར་》,mགིས།
,,1729,7,《པེ་》《སྣར་》,mཔོ།,
,287,1730,1,《པེ་》《སྣར་》,mརབ་ཏུ་འཛིན་པའི་ཕྱིར།,
,,1731,2,《པེ་》《སྣར་》,གི།,
,,1732,3,《པེ་》《སྣར་》,པོའི།,
,,1733,4,《སྣར་》,mའཛིན་དུ།,
,,1734,5,《སྣར་》,པ།,
,,1735,6,《པེ་》《སྣར་》,རྗེད།,
,,1736,7,《པེ་》《སྣར་》,mཕྱིར།,
,288,1737,1,《པེ་》《སྣར་》,mན།,
,,1738,2,《སྣར་》,ག,
,,1739,3,《པེ་》,བུ།,
,,1740,4,《པེ་》《སྣར་》,ཀྱི།,
,,1741,5,《པེ་》《སྣར་》,པ།,
,,1742,6,《པེ་》《སྣར་》,mའཕྲོད་པ་ཟ་བ་གང་ཡིན་པ་དང་།,
,,1743,7,《པེ་》《སྣར་》,འཕྲོ་བ།,
,,1744,8,《པེ་》《སྣར་》,སྐྱུག,
,,1745,9,《པེ་》《སྣར་》,པ།,
,289,1746,1,《པེ་》《སྣར་》,ཀྱི།,
,,1747,2,《སྣར་》,mཕུང་།,
,,1748,3,《སྣར་》,pཕུང་།,
,,1749,4,《པེ་》《སྣར་》,རྔུབ།,
,,1750,5,《པེ་》《སྣར་》,རང་།,
,,1751,6,《སྣར་》,ལོགས།,
,,1752,7,《པེ་》《སྣར་》,ནོན།,
,290,1753,1,《པེ་》《སྣར་》,པར།,
,,1754,2,《པེ་》《སྣར་》,བསལ།,
,,1755,3,《པེ་》《སྣར་》,འདིར།,
,,1756,4,《པེ་》《སྣར་》,ཀྱི།,
,,1757,5,《པེ་》,རྟོག,
,,1758,6,《པེ་》《སྣར་》,པས།,
,,1759,7,《པེ་》《སྣར་》,བསམ།,
,,1760,8,《པེ་》《སྣར་》,བསྒོམ།,
,,1761,9,《པེ་》《སྣར་》,ལ།,
,291,1762,1,《སྣར་》,pབ་ལས།,
,,1763,2,《པེ་》《སྣར་》,བརྒལ།,
,,1764,3,《པེ་》《སྣར་》,བརྒལ།,
,,1765,4,《པེ་》《སྣར་》,པ།,
,,1766,5,《པེ་》《སྣར་》,བརྒལ།,
,292,1767,1,《པེ་》《སྣར་》,བརྒལ།,
,,1768,2,《པེ་》《སྣར་》,བརྒལ།,
,,1769,3,《པེ་》《སྣར་》,སྲུངས།,
,,1770,4,《སྣར་》,mབ།,
,,1771,5,《པེ་》《སྣར་》,པར།,
,,1772,6,《ཅོ་》,pན།,
,,1773,7,《པེ་》《སྣར་》,ཀྱི།,
,,1774,8,《པེ་》《སྣར་》,གྱིས།,
,,1775,9,《པེ་》《སྣར་》,mརོ།,
,293,1776,1,《པེ་》《སྣར་》,mདུ།,
,,1777,2,《པེ་》,པར།,
,,1778,3,《པེ་》,གསུང་བའི།,
,,1779,4,《སྣར་》,ཐད།,
,,1780,5,《སྣར་》,སྙམ།,
,294,1781,1,《པེ་》《སྣར་》,mདུ།,
,,1782,2,《པེ་》,རིག,
,,1783,3,《པེ་》《སྣར་》,བ།,
,,1784,4,《པེ་》《སྣར་》,དབྱངས།,
,,1785,5,《པེ་》《སྣར་》,mདབྱངས།,
,,1786,6,《པེ་》《སྣར་》,པིངྐའི།,
,,1787,7,《པེ་》《སྣར་》,མི།,
,,1788,8,《སྣར་》,འབྲེལ།,
,,1789,9,《པེ་》,བརྟབས།,《སྣར་》,བརྟག
,,1790,10,《པེ་》,གྲག,
,,1791,11,《པེ་》《སྣར་》,mཆོས།,
,295,1792,1,《པེ་》《སྣར་》,ཀྱི།,
,,1793,2,《པེ་》《སྣར་》,རྫི།,
,,1794,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,1795,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,1796,5,《སྣར་》,བསྐྱེད།,
,,1797,6,《པེ་》《སྣར་》,པ།,
,,1798,7,《པེ་》《སྣར་》,ཐོས།,
,296,1799,1,《པེ་》《སྣར་》,རིག,
,,1800,2,《པེ་》,སྟེག,
,,1801,3,《པེ་》《སྣར་》,པིངྐའི།,
,,1802,4,《པེ་》《སྣར་》,གྲག,
,,1803,5,《པེ་》《སྣར་》,གྲུབ།,
,,1804,6,《པེ་》《སྣར་》,དགའ།,
,,1805,7,《པེ་》《སྣར་》,ལ།,
,,1806,8,《ཅོ་》,ཆགས།,
,,1807,9,《པེ་》《སྣར་》,གསུངས་པའི།,
,297,1808,1,《པེ་》《སྣར་》,འབྲེལ།,
,,1809,2,《པེ་》,བརྟབས།,《སྣར་》,བརྟག
,,1810,3,《པེ་》,གྲག,
,,1811,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1812,5,《པེ་》《སྣར་》,ཕུལ།,
,,1813,6,《པེ་》《སྣར་》,འབུལ།,
,,1814,7,《པེ་》《སྣར་》,ཕུལ།,
,,1815,8,《པེ་》《སྣར་》,པས།,
,,1816,9,《པེ་》《སྣར་》,ཀྱིས།,
,,1817,10,《པེ་》《སྣར་》,ལ།,
,,1818,11,《སྣར་》,ཀྱིས།,
,,1819,12,《པེ་》《སྣར་》,བསྐོར།,
,,1820,13,《པེ་》,འཆོད།,
,298,1821,1,《པེ་》《སྣར་》,ཆེན།,
,,1822,2,《པེ་》《སྣར་》,ཀྱི་གོས།,
,,1823,3,《པེ་》《སྣར་》,འཐུན།,
,,1824,4,《པེ་》《སྣར་》,ཏེ།,
,,1825,5,《པེ་》《སྣར་》,སྐོར།,
,,1826,6,《སྣར་》,བཟུང་།,
,,1827,7,《པེ་》《སྣར་》,བསྐོར།,
,,1828,8,《པེ་》《སྣར་》,གཏོགས།,
,,1829,9,《པེ་》《སྣར་》,mཡང་།,
,299,1830,1,《པེ་》《སྣར་》,པ།,
,,1831,2,《སྣར་》,mསུ།,
,,1832,3,《པེ་》《སྣར་》,བསམས།,
,,1833,4,《པེ་》,པའོ།,
,,1834,5,《པེ་》《སྣར་》,རྟ།,
,,1835,6,《པེ་》《སྣར་》,mལྔ།,
,,1836,7,《པེ་》《སྣར་》,བརྡའ།,
,,1837,8,《པེ་》《སྣར་》,ཀྱི།,
,,1838,9,《པེ་》《སྣར་》,རྟས།,
,,1839,10,《པེ་》《སྣར་》,འཐོབ།,
,,1840,11,《པེ་》《སྣར་》,རྟས།,
,,1841,12,《པེ་》《སྣར་》,སླའི།,
,,1842,13,《པེ་》《སྣར་》,ཀྱི།,
,300,1843,1,《པེ་》《སྣར་》,མི།,
,,1844,2,《པེ་》《སྣར་》,གཟུང་།,
,,1845,3,《པེ་》《སྣར་》,གི།,
,,1846,4,《སྣར་》,pནས།,
,,1847,5,《པེ་》《སྣར་》,mབ།,
,,1848,6,《པེ་》《སྣར་》,གིས།,
,,1849,7,《སྣར་》,ཞིང་ལ།,
,,1850,8,《པེ་》《སྣར་》,གདུང་བའི།,
,,1851,9,《པེ་》,རྒྱུ།,
,301,1852,1,《པེ་》《སྣར་》,པར།,
,,1853,2,《པེ་》《སྣར་》,ཀྱི།,
,,1854,3,《པེ་》《སྣར་》,བྱ་བའོ།,
,,1855,4,《པེ་》《སྣར་》,བྲི་བ་མི།,
,,1856,5,《པེ་》《སྣར་》,འགུས་པ།,
,302,1857,1,《སྣར་》,མི།,
,,1858,2,《པེ་》《སྣར་》,དང་།,
,,1859,3,《པེ་》《སྣར་》,དམ།,
,,1860,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1861,5,《པེ་》《སྣར་》,pཡང་རྙེས།,
,,1862,6,《པེ་》《སྣར་》,ལྟུང་།,
,,1863,7,《པེ་》《སྣར་》,སླའི།,
,,1864,8,《པེ་》《སྣར་》,བཅད།,
,303,1865,1,《པེ་》《སྣར་》,ནི།,
,,1866,2,《སྣར་》,བསྐྱེད།,
,,1867,3,《པེ་》《སྣར་》,གིས།,
,,1868,4,《པེ་》《སྣར་》,སྐམ།,
,,1869,5,《སྣར་》,བསྐྱེད།,
,,1870,6,《པེ་》《སྣར་》,སྲེགས།,
,,1871,7,《སྣར་》,mཔས།,
,304,1872,1,《པེ་》《སྣར་》,mབ།,
,,1873,2,《སྣར་》,mཔ།,
,,1874,3,《པེ་》《སྣར་》,བཟུང་།,
,,1875,4,《པེ་》《སྣར་》,དེ།,
,,1876,5,《པེ་》《སྣར་》,བཟུང་།,
,,1877,6,《པེ་》《སྣར་》,པ།,
,,1878,7,《པེ་》《སྣར་》,ནས།,
,,1879,8,《པེ་》《སྣར་》,བརྒལ།,
,,1880,9,《པེ་》《སྣར་》,mན།,
,305,1881,1,《པེ་》《སྣར་》,བརྒལ།,
,,1882,2,《པེ་》《སྣར་》,གི།,
,,1883,3,《པེ་》《སྣར་》,རྒྱུས།,
,,1884,4,《པེ་》,འཚོལ།,
,,1885,5,《པེ་》《སྣར་》,mབསྔལ།,
,,1886,6,《པེ་》《སྣར་》,འཕོངས།,
,,1887,7,《སྣར་》,པ།,
,,1888,8,《པེ་》,བཅས།,《སྣར་》,བཅགས།
,,1889,9,《པེ་》《སྣར་》,ཀྱིས།,
,,1890,10,《པེ་》《སྣར་》,mཔ།,
,306,1891,1,《པེ་》《སྣར་》,བྱས་སྟོམས།,
,,1892,2,《སྣར་》,སྙན།,
,,1893,3,《པེ་》《སྣར་》,དངུལ་འཁྲུལ་པ།,
,,1894,4,《པེ་》《སྣར་》,ཀྱི།,
,,1895,5,《པེ་》《སྣར་》,འཇོམ།,
,,1896,6,《པེ་》《སྣར་》,གསེར།,
,,1897,7,《སྣར་》,མེད་པ།,
,,1898,8,《པེ་》《སྣར་》,སྤོང་བར།,
,,1899,9,《པེ་》《སྣར་》,རིམ།,
,,1900,10,《སྣར་》,ཀྱིས།,
,307,1901,1,《པེ་》《སྣར་》,ཕ།,
,,1902,2,《པེ་》,མཉེན།,
,,1903,3,《པེ་》,ལྤགས།,
,,1904,4,《པེ་》《སྣར་》,བརྡུངས་པས།,
,,1905,5,《པེ་》《སྣར་》,མུཉྫ།,
,,1906,6,《པེ་》,mབ།,
,,1907,7,《པེ་》《སྣར་》,རྟོག,
,,1908,8,《པེ་》《སྣར་》,གིས།,
,,1909,9,《པེ་》,mདེ།,
,,1910,10,《པེ་》《སྣར་》,གི།,
,,1911,11,《པེ་》,ཐུབ།,
,,1912,12,《པེ་》《སྣར་》,mདུ།,
,308,1913,1,《པེ་》,པ།,
,,1914,2,《པེ་》《སྣར་》,ལ།,
,,1915,3,《པེ་》《སྣར་》,གི།,
,,1916,4,《པེ་》《སྣར་》,རྟོག,
,,1917,5,《པེ་》《སྣར་》,བཟུང་བ།,
,,1918,6,《པེ་》《སྣར་》,ཀྱི།,
,309,1919,1,《པེ་》,འགྱུར།,
,,1920,2,《པེ་》《སྣར་》,གྱི།,
,,1921,3,《པེ་》《སྣར་》,པོའི།,
,,1922,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1923,5,《པེ་》《སྣར་》,བོའི།,
,,1924,6,《པེ་》《སྣར་》,pནི་གསུང་།,
,,1925,7,《པེ་》《སྣར་》,ཅིག,
,,1926,8,《པེ་》《སྣར་》,pདེའི།,
,,1927,9,《པེ་》《སྣར་》,གིས།,
,,1928,10,《པེ་》《སྣར་》,pདང་།,
,,1929,11,《པེ་》《སྣར་》,ཡིད།,
,,1930,12,《པེ་》《སྣར་》,ནས་རྟོག,
,,1931,13,《པེ་》《སྣར་》,ནས།,
,,1932,14,《སྣར་》,རྗོད།,
,310,1933,1,《སྣར་》,བསྒྲུབ།,
,,1934,2,《པེ་》《སྣར་》,mཀྱི།,
,,1935,3,《པེ་》,གྱིས།,
,,1936,4,《པེ་》,བསྒོམ།,《སྣར་》,སྒོམ།
,,1937,5,《པེ་》《སྣར་》,བརྒལ།,
,,1938,6,《པེ་》《སྣར་》,རྒྱགས།,
,,1939,7,《པེ་》《སྣར་》,mཀྱིས།,
,,1940,8,《པེ་》《སྣར་》,ལས།,
,,1941,9,《པེ་》《སྣར་》,mཀྱི།,
,311,1942,1,《པེ་》,mབ།,
,,1943,2,《པེ་》,འཇོམ།,
,,1944,3,《པེ་》《སྣར་》,གིས།,
,,1945,4,《སྣར་》,དེ།,
,312,1946,1,《པེ་》《སྣར་》,mདག,
,,1947,2,《པེ་》《སྣར་》,པ།,
,,1948,3,《པེ་》《སྣར་》,ཀྱི།,
,,1949,4,《པེ་》《སྣར་》,pབ།,
,,1950,5,《པེ་》《སྣར་》,mཡང་།,
,,1951,6,《པེ་》《སྣར་》,འོད།,
,,1952,7,《སྣར་》,བཀའ།,
,313,1953,1,《པེ་》《སྣར་》,pཇི།,
,,1954,2,《པེ་》《སྣར་》,གྱིས།,
,,1955,3,《པེ་》《སྣར་》,དེར།,
,,1956,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1957,5,《པེ་》《སྣར་》,པ་འོ་ན།,
,,1958,6,《པེ་》《སྣར་》,བསམས།,
,,1959,7,《པེ་》《སྣར་》,བསྒོམས།,
,,1960,8,《པེ་》《སྣར་》,བྱེད།,
,,1961,9,《པེ་》《སྣར་》,བདེ་བ།,
,,1962,10,《པེ་》《སྣར་》,ལྡོག,
,,1963,11,《པེ་》《སྣར་》,mརོ།,
,,1964,12,《པེ་》《སྣར་》,བླན།,
,,1965,13,《པེ་》《སྣར་》,mདེ་ལ་གཡོ་བ་མེད་པར་གནས།།,
,315,1966,1,《པེ་》《སྣར་》,བླན།,
,,1967,2,《པེ་》,བཀའ།,
,,1968,3,《པེ་》《སྣར་》,བྱང་ཆུབ།,
,,1969,4,《སྣར་》,བ།,
,,1970,5,《སྣར་》,སྤངས།,
