མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,,
,202,1131,1,《པེ་》,གཅིག,,,,,,
,,1132,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1133,3,《པེ་》《སྣར་》,འགྲང་།,,,,,,
,,1134,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,1135,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,,1136,6,《པེ་》《སྣར་》,mན།,,,,,,
,203,1137,1,《པེ་》《སྣར་》,དེ།,,,,,,
,,1138,2,《པེ་》《སྣར་》,ལྟ་བུ།,,,,,,
,,1139,3,《པེ་》《སྣར་》,mབྱ་བ།,,,,,,
,,1140,4,《པེ་》《སྣར་》,ཆེ་བ།,,,,,,
,,1141,5,《པེ་》,mརྒྱས།,,,,,,
,204,1142,1,《པེ་》《སྣར་》,pན།,,,,,,
,205,1143,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1144,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1145,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1146,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,1147,5,《སྣར་》,གསུངས་ངག་ལ།,,,,,,
,,1148,6,《པེ་》《སྣར་》,སྤྱོད།,,,,,,
,206,1149,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1150,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,1151,3,《པེ་》《སྣར་》,པར།,,,,,,
,,1152,4,《པེ་》,པས།,,,,,,
,,1153,5,《པེ་》《སྣར་》,ནོ།,,,,,,
,,1154,6,《པེ་》《སྣར་》,དཀྲིས།,,,,,,
,,1155,7,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,1156,8,《པེ་》《སྣར་》,གཟུང་།,,,,,,
,207,1157,1,《པེ་》,ཀྱི་དོགས་ནས།;《སྣར་》,ཀྱི་དོགས་ལས།,,,,,
,,1158,2,《པེ་》《སྣར་》,mམ།,,,,,,
,,1159,3,《པེ་》《སྣར་》,mཚེ།,,,,,,
,208,1160,1,《པེ་》《སྣར་》,pལས།,,,,,,
,,1161,2,《པེ་》《སྣར་》,mནོ།,,,,,,
,,1162,3,《སྣར་》,འཐོབ།,,,,,,
,,1163,4,《པེ་》《སྣར་》,mརྣམ་པར།,,,,,,
,,1164,5,《སྣར་》,mརོ།,,,,,,
,,1165,6,《པེ་》,བསྙེགས།;《སྣར་》,བརྙེགས།,,,,,
,,1166,7,《པེ་》《སྣར་》,གི།,,,,,,
,,1167,8,《སྣར་》,རིག,,,,,,
,209,1168,1,《པེ་》《སྣར་》,བ།,,,,,,
,,1169,2,《པེ་》《སྣར་》,ན།,,,,,,
,,1170,,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,1171,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,1172,4,《པེ་》《སྣར་》,mབ།,,,,,,
,210,1173,1,《པེ་》《སྣར་》,pབའི།,,,,,,
,,1174,2,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,1175,3,《པེ་》,ཀྱི།,,,,,,
,211,1176,1,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,1177,2,《པེ་》《སྣར་》,mཐོས་པ།;《ཅོ་》,ཐོས་པས།,,,,,
,,1178,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,212,1179,1,《པེ་》《སྣར་》,ངུ་།,,,,,,
,,1180,2,《པེ་》《སྣར་》,ལ་སོགས།,,,,,,
,,1181,3,《པེ་》《སྣར་》,བསྟན།,,,,,,
,213,1182,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1183,2,《པེ་》《སྣར་》,སྨྲས་པ།,,,,,,
,,1184,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,1185,4,《པེ་》,རྟག,,,,,,
,,1186,5,《པེ་》《སྣར་》,པ་སྟེ།,,,,,,
,,1187,6,《པེ་》《སྣར་》,པ།,,,,,,
,,1188,7,《སྣར་》,pཔའི།,,,,,,
,214,1189,1,《པེ་》《སྣར་》,mམ།,,,,,,
,,1190,2,《པེ་》《སྣར་》,ཆེ།,,,,,,
,,1191,3,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,1192,4,《པེ་》《སྣར་》,པ།,,,,,,
,,1193,5,《པེ་》《སྣར་》,mཞེའོ།,,,,,,
,,1194,6,《པེ་》《སྣར་》,སྟོན།,,,,,,
,215,1195,1,《པེ་》《སྣར་》,བ།,,,,,,
,,1196,2,《སྣར་》,mཏུ།,,,,,,
,216,1197,1,《པེ་》《སྣར་》,pཕྱིར།,,,,,,
,,1198,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,1199,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1200,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1201,5,《སྣར་》,རིགས།,,,,,,
,,1202,6,《པེ་》《སྣར་》,བས།,,,,,,
,217,1203,1,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,1204,2,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,1205,3,《སྣར་》,སྨྲ་བ།,,,,,,
,218,1206,1,《པེ་》《སྣར་》,ཏོ། །,,,,,,
,,1207,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,219,1208,1,《པེ་》《སྣར་》,པར།,,,,,,
,,1209,2,《པེ་》《སྣར་》,ན།,,,,,,
,,1210,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,220,1211,1,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,1212,2,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1213,3,《པེ་》《སྣར་》,mདག,,,,,,
,,1214,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,1215,5,《པེ་》《སྣར་》,རྟས།,,,,,,
,221,1216,1,《པེ་》《སྣར་》,རྟས།,,,,,,
,,1217,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1218,3,《པེ་》《སྣར་》,བ།,,,,,,
,,1219,4,《པེ་》《སྣར་》,ཞེ།,,,,,,
,222,1220,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,1221,2,《པེ་》《སྣར་》《ཅོ་》,ཀྱི།,,,,,,
,,1222,3,《སྣར་》,པོ།,,,,,,
,,1223,4,《སྣར་》,mརིང་།,,,,,,
,223,1224,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1225,2,《པེ་》《སྣར་》,mརོ།,,,,,,
,,1226,3,《པེ་》《སྣར་》,འཁྲུག,,,,,,
,,1227,4,《པེ་》,གཞན་གྱི།;《སྣར་》,བཞན་གྱི།,,,,,
,,1228,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,224,1229,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1230,2,《པེ་》《སྣར་》,བྱས།,,,,,,
,,1231,3,《པེ་》《སྣར་》,pཔ།,,,,,,
,225,1232,1,《སྣར་》,ཀྱི།,,,,,,
,,1233,2,《པེ་》《སྣར་》,mཆེན་པོ།,,,,,,
,,1234,3,《པེ་》《སྣར་》,བརྟུལ།,,,,,,
,,1235,4,《པེ་》《སྣར་》,བརྙེས་པའི།,,,,,,
,226,1236,1,《སྣར་》,mས།,,,,,,
,,1237,2,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,1238,3,《པེ་》《སྣར་》,གི།,,,,,,
,,1239,4,《སྣར་》,པ།,,,,,,
,227,1240,1,《པེ་》《སྣར་》,ཉམས།,,,,,,
,,1241,2,《སྣར་》,སྤྱད།,,,,,,
,228,1242,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1243,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1244,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1245,4,《པེ་》《སྣར་》,བསམས།,,,,,,
,,1246,5,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,1247,6,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,229,1248,1,《ཅོ་》,ཀྱི།,,,,,,
,,1249,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1250,3,《པེ་》《སྣར་》,བ།,,,,,,
,,1251,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1252,5,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,230,1253,1,《པེ་》《སྣར་》,པའོ།།,,,,,,
,,1254,2,《སྣར་》,ལེན།,,,,,,
,,1255,3,《པེ་》《སྣར་》,pའདས།,,,,,,
,131,1256,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1257,2,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,1258,3,《པེ་》《སྣར་》,བཏང་།,,,,,,
,,1259,4,《པེ་》《སྣར་》《ཅོ་》,mནི།,,,,,,
,,1260,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1261,6,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,1262,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,232,1263,1,《པེ་》,pཔ།;《སྣར་》,pཔར།,,,,,
,,1264,2,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,1265,3,《པེ་》《སྣར་》,པོའི།,,,,,,
,,1266,4,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1267,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1268,6,《པེ་》《སྣར་》,རྒྱང་།,,,,,,
,,1269,7,《པེ་》《སྣར་》,mསུ།,,,,,,
,233,1270,1,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,1271,2,《པེ་》,བསྡུད།;《སྣར་》《ཅོ་》,བདུད།,,,,,
,,1272,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1273,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,234,1274,1,《པེ་》《སྣར་》,རིགས།,,,,,,
,,1275,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1276,3,《པེ་》《སྣར་》,གི།,,,,,,
,,1277,4,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1278,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,235,1279,1,《པེ་》《སྣར་》,འཕོངས།,,,,,,
,,1280,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1281,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1282,4,《པེ་》《སྣར་》,བླང་བའི།,,,,,,
,,1283,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1284,6,《ཅོ་》,སྒྲུབ།,,,,,,
,236,1285,1,《པེ་》《སྣར་》,pབར་བྱ།,,,,,,
,,1286,2,《པེ་》《སྣར་》,པས།,,,,,,
,,1287,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,237,1288,1,《ཅོ་》,རིགས།,,,,,,
,,1289,2,《སྣར་》,རིགས།,,,,,,
,,1290,3,《པེ་》《སྣར་》,mབ།,,,,,,
,,1291,4,《པེ་》《སྣར་》,mཡང་།,,,,,,
,238,1292,1,《པེ་》《སྣར་》,བས།,,,,,,
,,1293,2,《པེ་》《སྣར་》,mལ།,,,,,,
,239,1294,1,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,1295,2,《པེ་》《སྣར་》,ན།,,,,,,
,,1296,3,《པེ་》《སྣར་》,mབ།,,,,,,
,240,1297,1,《པེ་》《སྣར་》,མིང་།,,,,,,
,,1298,2,《པེ་》《སྣར་》,mགྲོས།,,,,,,
,241,1299,1,《པེ་》《སྣར་》,བ།,,,,,,
,,1300,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,1301,3,《པེ་》《སྣར་》,mགིས།,,,,,,
,,1302,4,《པེ་》《སྣར་》,mསྨོས་པ།,,,,,,
,,1303,5,《པེ་》《སྣར་》,ཅིག,,,,,,
,,1304,6,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,1305,7,《པེ་》《སྣར་》,ལ།,,,,,,
,,1306,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,242,1307,1,《པེ་》《སྣར་》,དྲི།,,,,,,
,,1308,2,《པེ་》《སྣར་》,གི།,,,,,,
,,1309,3,《པེ་》《སྣར་》,mལ་སོགས་པ།,,,,,,
,,1310,4,《པེ་》《སྣར་》,mབ།,,,,,,
,243,1311,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,1312,2,《སྣར་》,mཔ།,,,,,,
,,1313,3,《པེ་》《སྣར་》,ལས།,,,,,,
,244,1314,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1315,2,《པེ་》《སྣར་》,pབ།,,,,,,
,,1316,3,《པེ་》《སྣར་》,གི།,,,,,,
,,1317,4,《པེ་》《སྣར་》,སྟོན།,,,,,,
,,1318,5,《པེ་》《སྣར་》,དོ།།,,,,,,
,,1319,6,《པེ་》《སྣར་》,pབ།,,,,,,
,,1320,7,《པེ་》《སྣར་》,pམི་དང་།,,,,,,
,,1321,8,《སྣར་》,བྱ་བའོ།,,,,,,
,245,1322,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,1323,2,《པེ་》《སྣར་》,མི།,,,,,,
,,1324,3,《པེ་》《སྣར་》,བརྒྱ།,,,,,,
,,1325,4,《པེ་》《སྣར་》,ནི།,,,,,,
,246,1326,1,《པེ་》《སྣར་》,mསུ།,,,,,,
,,1327,2,《པེ་》《སྣར་》,pལ།,,,,,,
,,1328,3,《པེ་》《སྣར་》,ཚེའི།,,,,,,
,,1329,4,《པེ་》《སྣར་》,འཕོ་བའི།,,,,,,
,247,1330,1,《པེ་》《སྣར་》,ནས།,,,,,,
,,1331,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1332,3,《པེ་》《སྣར་》,ནི།,,,,,,
,,1333,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1334,5,《སྣར་》,དཔའ།,,,,,,
,,1335,6,《པེ་》《སྣར་》,mརྫོགས།,,,,,,
,248,1336,1,《སྣར་》,mཔ།,,,,,,
,,1337,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1338,3,《པེ་》《སྣར་》,།། །།,,,,,,
,,1339,4,《པེ་》《སྣར་》,pབམ་པོ་བཅུ་པ།,,,,,,
,,1340,5,《པེ་》《སྣར་》,mབམ་པོ་བཅུ་པ།,,,,,,
,,1341,6,《པེ་》《སྣར་》,བསྡུས།,,,,,,
,,1342,7,《པེ་》《སྣར་》,pནི།,,,,,,
,,1343,8,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,249,1344,1,《པེ་》《སྣར་》,བའི།,,,,,,
,,1345,2,《པེ་》《སྣར་》,ཅིག,,,,,,
,,1346,3,《པེ་》,འདིའི།;《སྣར་》,འདི།,,,,,
,,1347,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,250,1348,1,《པེ་》《སྣར་》,pམོ།,,,,,,
,,1349,2,《པེ་》《སྣར་》,mམཛོད།,,,,,,
,,1350,3,《པེ་》《སྣར་》,mརབ།,,,,,,
,251,1351,1,《པེ་》《སྣར་》,mབུ།,,,,,,
,,1352,2,《པེ་》《སྣར་》,པ།,,,,,,
,,1353,3,《པེ་》《སྣར་》,ལས།,,,,,,
,,1354,4,《པེ་》《སྣར་》,པོ་ཡིས།,,,,,,
,252,1355,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,1356,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,1357,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,253,1358,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,1359,2,《པེ་》《སྣར་》,pསུ།,,,,,,
,,1360,3,《པེ་》《སྣར་》,mའདི།,,,,,,
,,1361,4,《པེ་》《སྣར་》,པ།,,,,,,
,,1362,5,《པེ་》《སྣར་》,pདུ།,,,,,,
,254,1363,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1364,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1365,3,《པེ་》《སྣར་》,སོར།,,,,,,
,,1366,4,《པེ་》《སྣར་》,བྱ།,,,,,,
,,1367,5,《པེ་》《སྣར་》,ཡིན།,,,,,,
,,1368,6,《པེ་》《སྣར་》,ཀྱེའི།,,,,,,
,,1369,7,《པེ་》《སྣར་》,pདང་།,,,,,,
,255,1370,1,《པེ་》《སྣར་》,དོན།,,,,,,
,,1371,2,《པེ་》《སྣར་》,པས།,,,,,,
,,1372,3,《པེ་》《སྣར་》,mབྱ་བ།,,,,,,
,256,1373,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1374,2,《སྣར་》,སྤྱད།,,,,,,
,,1375,3,《པེ་》《སྣར་》,བརྒྱུད།,,,,,,
,,1376,4,《པེ་》《སྣར་》,mཐ།,,,,,,
,257,1377,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,1378,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,1379,3,《པེ་》《སྣར་》,གཞག,,,,,,
,,1380,4,《པེ་》《སྣར་》,ཏུ་དྲི་བ།,,,,,,
,,1381,5,《སྣར་》,ལ་ལམ།,,,,,,
,258,1382,1,《པེ་》《སྣར་》,དཔའ།,,,,,,
,,1383,2,《པེ་》《སྣར་》,པར།,,,,,,
,,1384,3,《པེ་》《སྣར་》,པ།,,,,,,
,259,1385,1,《པེ་》《སྣར་》,གིས་རྗེས།,,,,,,
,,1386,2,《པེ་》《སྣར་》,པ།,,,,,,
,,1387,3,《ཅོ་》,ཀྱིས།,,,,,,
,,1388,4,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,1389,5,《པེ་》《སྣར་》,གི།,,,,,,
,260,1390,1,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,1391,2,《པེ་》《སྣར་》,བརྒྱ།,,,,,,
,,1392,3,《པེ་》,གྱི།,,,,,,
,261,1393,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,1394,2,《པེ་》《སྣར་》,དེ།,,,,,,
,262,1395,1,《པེ་》《སྣར་》,mདང་།,,,,,,
,,1396,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1397,3,《སྣར་》,གཟུང་།,,,,,,
,,1398,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,1399,5,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1400,6,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,1401,7,《པེ་》《སྣར་》,mཔས།,,,,,,
,,1402,8,《སྣར་》,mདོ།,,,,,,
,,1403,9,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1404,10,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,263,1405,1,《པེ་》《སྣར་》,mལས།,,,,,,
,,1406,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,1407,3,《པེ་》《སྣར་》,pམ།,,,,,,
,,1408,4,《སྣར་》,mམ།,,,,,,
,,1409,5,《སྣར་》,mཔ།,,,,,,
,,1410,6,《པེ་》《སྣར་》,པ།,,,,,,
,,1411,7,《པེ་》《སྣར་》,པས།,,,,,,
,,1412,8,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,1413,9,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,264,1414,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,1415,2,《སྣར་》,ཀྱི།,,,,,,
,,1416,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,1417,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,1418,5,《པེ་》《སྣར་》,བྱ་བ།,,,,,,
,,1419,6,《པེ་》《སྣར་》,mཀྱིས།,,,,,,
,265,1420,1,《པེ་》《སྣར་》,པ།,,,,,,
,,1421,2,《སྣར་》,mམ།,,,,,,
,,1422,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1423,4,《པེ་》《སྣར་》,ནས།,,,,,,
,,1424,5,《པེ་》《སྣར་》,mརྣོན་པོ།,,,,,,
,266,1425,1,《པེ་》《སྣར་》,mདག,,,,,,
,,1426,2,《པེ་》《སྣར་》,mའདུས་མ་བྱས་ཀྱང་།,,,,,,
,,1427,3,《པེ་》《སྣར་》,pམ།,,,,,,
,,1428,4,《པེ་》《སྣར་》,pབྱས།,,,,,,
,,1429,5,《པེ་》《སྣར་》,pམ།,,,,,,
,,1430,6,《པེ་》《སྣར་》,mནི།,,,,,,
,,1431,7,《སྣར་》,གཟུང་།,,,,,,
,,1432,8,《སྣར་》,དེ།,,,,,,
,,1433,9,《པེ་》《སྣར་》,བཏགས་པར།,,,,,,
,,1434,10,《པེ་》《སྣར་》,mནི།,,,,,,
,267,1435,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,1436,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1437,3,《པེ་》《སྣར་》,pཞེས་བྱའོ།,,,,,,
