ཆོས་ཚན།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན།,,,,,,
,178,1202,1,《པེ་》《སྣར་》,བསྐལ་པ།,,,,,,
,,1203,2,《པེ་》,ནམས་བསླང་བ།;《སྣར་》,སྙོམས་བསླང་བ།,,,,,
,,1204,3,《པེ་》《སྣར་》,པར།,,,,,,
,,1205,4,《པེ་》《སྣར་》,འཕྲོགས།,,,,,,
,,1206,5,《པེ་》《སྣར་》,མོའུ་དགལ།,,,,,,
,,1207,6,《པེ་》《སྣར་》,སྲུངས།,,,,,,
,,1208,7,《པེ་》《སྣར་》,མོའུ་དགལ་གྱིས།,,,,,,
,,1209,8,《པེ་》《སྣར་》,བསླངས།,,,,,,
,179,1210,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1211,2,《པེ་》《སྣར་》,mནི།,,,,,,
,,1212,3,《པེ་》《སྣར་》,mནི།,,,,,,
,,1213,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1214,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1215,6,《པེ་》《སྣར་》,འདིས།,,,,,,
,,1216,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1217,8,《པེ་》,གྱི།;《སྣར་》,གྱིས།,,,,,
,,1218,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,180,1219,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1220,2,《པེ་》《སྣར་》,མཚོའི།,,,,,,
,,1221,3,《པེ་》《སྣར་》,ལྔ།,,,,,,
,,1222,4,《སྣར་》,mངོ་།,,,,,,
,,1223,5,《པེ་》,mབཅོས།,,,,,,
,,1224,6,《པེ་》《སྣར་》,འཕོངས།,,,,,,
,,1225,7,《པེ་》《སྣར་》,mལ།,,,,,,
,,1226,8,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1227,9,《པེ་》《སྣར་》,སྦྱིན།,,,,,,
,,1228,10,《པེ་》,ལ།,,,,,,
,,1229,11,《པེ་》《སྣར་》,pལ།,,,,,,
,,1230,12,《པེ་》《སྣར་》,མནུན།,,,,,,
,,1231,13,《པེ་》《སྣར་》,pཞེས།,,,,,,
,181,1232,1,《པེ་》《སྣར་》,ཀླུང་གི།,,,,,,
,,1233,2,《པེ་》《སྣར་》,བྱིན།,,,,,,
,,1234,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1235,4,《པེ་》《སྣར་》,pགི།,,,,,,
,,1236,5,《པེ་》《སྣར་》,པར།,,,,,,
,182,1237,1,《པེ་》《སྣར་》,རིག,,,,,,
,,1238,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1239,3,《པེ་》《སྣར་》,བདག,,,,,,
,,1240,4,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,183,1241,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1242,2,《པེ་》《སྣར་》,སྦྱིན།,,,,,,
,,1243,3,《པེ་》《སྣར་》,pལ་སོགས།,,,,,,
,,1244,4,《པེ་》《སྣར་》,mརོ།,,,,,,
,,1245,5,《པེ་》《སྣར་》,གི།,,,,,,
,,1246,6,《པེ་》《སྣར་》,བྱིན།,,,,,,
,,1247,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1248,8,《པེ་》《སྣར་》,འཕོངས།,,,,,,
,,1249,9,《པེ་》《སྣར་》,mདུ།,,,,,,
,,1250,10,《པེ་》《སྣར་》,འཕོངས།,,,,,,
,184,1251,1,《སྣར་》,pཔ།,,,,,,
,,1252,2,《པེ་》《སྣར་》,འཕོངས།,,,,,,
,,1253,3,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,1254,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1255,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1256,6,《པེ་》,བལྟོགས།,,,,,,
,185,1257,1,《པེ་》《སྣར་》,བརྒྱ།,,,,,,
,,1258,2,《པེ་》《སྣར་》,མཆོང་།,,,,,,
,,1259,3,《པེ་》《སྣར་》,འཆིལ།,,,,,,
,,1260,4,《པེ་》《སྣར་》,དང་།,,,,,,
,,1261,5,《པེ་》,སོགས་པ།,,,,,,
,,1262,6,《པེ་》《སྣར་》,pནས།,,,,,,
,,1263,7,《པེ་》《སྣར་》,བླགས།,,,,,,
,,1264,8,《པེ་》《སྣར་》,གི།,,,,,,
,,1265,9,《པེ་》《སྣར་》,pཔ།,,,,,,
,186,1266,1,《པེ་》《སྣར་》,mཔ་ཡོད།,,,,,,
,,1267,2,《པེ་》《སྣར་》,mནི།,,,,,,
,,1268,3,《པེ་》《སྣར་》,pཙམ།,,,,,,
,,1269,4,《པེ་》《སྣར་》,སྦ།,,,,,,
,,1270,5,《པེ་》《སྣར་》,mགང་།,,,,,,
,,1271,6,《པེ་》《སྣར་》,གི།,,,,,,
,,1272,7,《པེ་》,འཐུང་།,,,,,,
,,1273,8,《པེ་》《སྣར་》,འཐུང་སྟེ།,,,,,,
,,1274,9,《པེ་》《སྣར་》,སྨན།,,,,,,
,,1275,10,《པེ་》《སྣར་》,ཟ་འམ།,,,,,,
,,1276,11,《པེ་》《སྣར་》,དཔའ།,,,,,,
,187,1277,1,《པེ་》《སྣར་》,pདུ།,,,,,,
,,1278,2,《པེ་》《སྣར་》,དཔའ།,,,,,,
,,1279,3,《པེ་》《སྣར་》,གི།,,,,,,
,,1280,4,《པེ་》《སྣར་》,པ།,,,,,,
,,1281,5,《པེ་》《སྣར་》,པས།,,,,,,
,,1282,6,《སྣར་》,mཉིད།,,,,,,
,,1283,7,《པེ་》,pཏེ།,,,,,,
,188,1284,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1285,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1286,3,《པེ་》《སྣར་》,ཟློག,,,,,,
,189,1287,1,《པེ་》《སྣར་》,གི།,,,,,,
,,1288,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,1289,3,《པེ་》《སྣར་》,གི།,,,,,,
,,1290,4,《པེ་》《སྣར་》,mདུ།,,,,,,
,,1291,5,《པེ་》《སྣར་》,པ།,,,,,,
,,1292,6,《པེ་》《སྣར་》,རང་།,,,,,,
,,1293,7,《པེ་》《སྣར་》,སོར།,,,,,,
,,1294,8,《པེ་》《སྣར་》,དེ།,,,,,,
,,1295,9,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,1296,10,《པེ་》《སྣར་》,རྟོག,,,,,,
,,1297,11,《པེ་》《སྣར་》,འམ།,,,,,,
,,1298,12,《པེ་》《སྣར་》,pནི།,,,,,,
,,1299,13,《པེ་》《སྣར་》,འདི།,,,,,,
,190,1300,1,《པེ་》《སྣར་》,pལས།,,,,,,
,,1301,2,《པེ་》《སྣར་》,དུ།,,,,,,
,,1302,3,《པེ་》《སྣར་》,རྟོག,,,,,,
,,1303,4,《པེ་》《སྣར་》,pང་།,,,,,,
,,1304,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,191,1305,1,《པེ་》《སྣར་》,ཞུས།,,,,,,
,,1306,2,《པེ་》《སྣར་》,ཞུས།,,,,,,
,,1307,3,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,1308,4,《པེ་》《སྣར་》,ཞུས།,,,,,,
,,1309,5,《པེ་》《སྣར་》,པ།,,,,,,
,,1310,6,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,1311,7,《པེ་》《སྣར་》,པ།,,,,,,
,192,1312,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,1313,2,《པེ་》《སྣར་》,སྒྲུབས་ན།,,,,,,
,,1314,3,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,1315,4,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,1316,5,《པེ་》《སྣར་》,བྱའོ།,,,,,,
,,1317,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1318,7,《པེ་》《སྣར་》,དེ།,,,,,,
,,1319,8,《པེ་》,དག;《སྣར་》,བདག,,,,,
,,1320,9,《པེ་》,ཀྱི།,,,,,,
,193,1321,1,《པེ་》,ངོ་།,,,,,,
,,1322,2,《པེ་》《སྣར་》,mཞེས།,,,,,,
,,1323,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,1324,4,《སྣར་》,གི།,,,,,,
,,1325,5,《པེ་》《སྣར་》,གིས།,,,,,,
,,1326,6,《པེ་》《སྣར་》,mམི།,,,,,,
,,1327,7,《པེ་》,ན་ཉོན་མོངས།;《སྣར་》,ན་ཉོན་མོང།,,,,,
,,1328,8,《པེ་》《སྣར་》,བ།,,,,,,
,,1329,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,194,1330,1,《པེ་》,ཆོས།,,,,,,
,,1331,2,《སྣར་》,བཏན།,,,,,,
,,1332,3,《སྣར་》,mདང་།,,,,,,
,,1333,4,《པེ་》《སྣར་》,mཔ།,,,,,,
,,1334,5,《སྣར་》,འབྲི་བ།,,,,,,
,,1335,6,《སྣར་》,ལན།,,,,,,
,,1336,7,《པེ་》《སྣར་》,བས།,,,,,,
,,1337,8,《པེ་》《སྣར་》,གི།,,,,,,
,195,1338,1,《སྣར་》,ང་།,,,,,,
,,1339,2,《པེ་》,ཏོ།,,,,,,
,,1340,3,《པེ་》《སྣར་》,བ་དང་།,,,,,,
,,1341,4,《སྣར་》,པས།,,,,,,
,,1342,5,《པེ་》《སྣར་》,རིག,,,,,,
,196,1343,1,《པེ་》《སྣར་》,mབཤད་དོ།,,,,,,
,,1344,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1345,3,《པེ་》《སྣར་》,དབྱེ།,,,,,,
,,1346,4,《པེ་》《སྣར་》,བརྟག,,,,,,
,,1347,5,《པེ་》,pདེ།,,,,,,
,197,1348,1,《པེ་》《སྣར་》,བརྟག,,,,,,
,,1349,2,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,1350,3,《པེ་》《སྣར་》,mདུ།,,,,,,
,,1351,4,《པེ་》《སྣར་》《ཅོ་》,བསྒོམ།,,,,,,
,,1352,5,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,1353,6,《སྣར་》,ཀྱི།,,,,,,
,,1354,7,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,1355,8,《པེ་》《སྣར་》,རྟོག,,,,,,
,198,1356,1,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,1357,2,《པེ་》《སྣར་》,རིག་པ་ལ་བལྟོས།,,,,,,
,199,1358,1,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,1359,2,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,1360,3,《པེ་》《སྣར་》,ཉམས།,,,,,,
,,1361,4,《པེ་》《སྣར་》,pན།,,,,,,
,,1362,5,《པེ་》《སྣར་》,ནོན།,,,,,,
,,1363,6,《པེ་》,བསྒོམས།,,,,,,
,,1364,7,《པེ་》,བ་ནི་གསུམ།;《སྣར་》,བ་ནི་གསུང།,,,,,
,,1365,8,《པེ་》《སྣར་》,པ་ནི།,,,,,,
,,1366,9,《པེ་》《སྣར་》,བརྟག,,,,,,
,200,1367,1,《པེ་》《སྣར་》,རིག,,,,,,
,,1368,2,《པེ་》《སྣར་》,mན།,,,,,,
,,1369,3,《པེ་》《སྣར་》,mཐམས་ཅད་དུས།,,,,,,
,,1370,4,《པེ་》《སྣར་》,pན།,,,,,,
,,1371,5,《པེ་》《སྣར་》,གི།,,,,,,
,,1372,6,《པེ་》《སྣར་》,སྡེའི།,,,,,,
,,1373,7,《པེ་》,པས།,,,,,,
,,1374,8,《པེ་》《སྣར་》,mཞེའོ།,,,,,,
,201,1375,1,《པེ་》《སྣར་》,mའདི།,,,,,,
,,1376,2,《སྣར་》,མས་སྡུས།,,,,,,
,,1377,3,《པེ་》《སྣར་》,ལ།,,,,,,
,,1378,4,《པེ་》《སྣར་》,mནི།,,,,,,
,,1379,5,《པེ་》《སྣར་》,གསུངས་པས།,,,,,,
,,1380,6,《པེ་》《སྣར་》,pགི།,,,,,,
,202,1381,1,《པེ་》,བསྒོམས།,,,,,,
,,1382,2,《པེ་》《སྣར་》,སྤོང་།,,,,,,
,,1383,3,《པེ་》,དུས།,,,,,,
,,1384,4,《སྣར་》,mལེན།,,,,,,
,,1385,5,《སྣར་》,དོགས།,,,,,,
,,1386,6,《པེ་》《སྣར་》,ཞེས།,,,,,,
,203,1387,1,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,1388,2,《པེ་》《སྣར་》,འདི།,,,,,,
,,1389,3,《པེ་》《སྣར་》,པའི་པགས།,,,,,,
,,1390,4,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,1391,5,《པེ་》《སྣར་》,པགས།,,,,,,(ཆོས་ཚན་འདིའི་ནང་དུ་ལྤགས་ཞེས་པ་རྣམས་《པེ་》《སྣར་》ལ་པགས་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,204,1392,1,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,1393,2,《ཅོ་》,བས།,,,,,,
,,1394,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,1395,4,《པེ་》《སྣར་》,pནི།,,,,,,
,,1396,5,《པེ་》《སྣར་》,པར།,,,,,,
,,1397,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,205,1398,1,《པེ་》《སྣར་》,mམ།,,,,,,
,,1399,2,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,1400,3,《པེ་》《སྣར་》,སྐབས་ན།,,,,,,
,,1401,4,《པེ་》《སྣར་》,ན།,,,,,,
,,1402,5,《པེ་》《སྣར་》,རིག,,,,,,
,,1403,6,《སྣར་》,པྲི།,,,,,,
,,1404,7,《པེ་》《སྣར་》,བས།,,,,,,
,,1405,8,《པེ་》《སྣར་》,བཞག,,,,,,
,,1406,9,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,206,1407,1,《པེ་》《སྣར་》,མི།,,,,,,
,,1408,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1409,3,《པེ་》《སྣར་》,འབྱེད་དོ།;《ཅོ་》,འབྱོད་དོ།,,,,,
,,1410,4,《པེ་》《སྣར་》,pས།,,,,,,
,,1411,5,《སྣར་》,ལ།,,,,,,
,,1412,6,《པེ་》《སྣར་》,པ།,,,,,,
,,1413,7,《སྣར་》,བྱ་སྟེ།,,,,,,
,,1414,8,《སྣར་》,སྤྱད།,,,,,,
,207,1415,1,《པེ་》《སྣར་》,བ་ནི།,,,,,,
,,1416,2,《པེ་》《སྣར་》,ལས།,,,,,,
,,1417,3,《པེ་》《སྣར་》,ལས།,,,,,,
,,1418,4,《པེ་》,ཡང་ཡོད་དེ།;《སྣར་》,ཡོད་དེ།,,,,,
,,1419,5,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,1420,6,《པེ་》《སྣར་》,mསུ།,,,,,,
,,1421,7,《པེ་》《སྣར་》,གྱི།,,,,,,
,208,1422,1,《སྣར་》,མ།,,,,,,
,,1423,2,《པེ་》,mལེན།,,,,,,
,,1424,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,1425,4,《པེ་》《སྣར་》,པ།,,,,,,
,,1426,5,《པེ་》《སྣར་》《ཅོ་》,བུའོ། །སྤང་བས།,,,,,,
,,1427,6,《པེ་》《སྣར་》,སྦྱོར།,,,,,,
,,1428,7,《པེ་》《སྣར་》,འཇོམ།,,,,,,
,,1429,8,《པེ་》,སྤང་བས།;《སྣར་》,སྤང་བ་ཡི།,,,,,
,,1430,9,《པེ་》,འཇོམ་ཞིང་།;《སྣར་》,འཇོམ་ཤིང།,,,,,
,,1431,10,《པེ་》《སྣར་》,སྤང་བ།,,,,,,
,209,1432,1,《པེ་》《སྣར་》,སྤང་བ།,,,,,,
,,1433,2,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,1434,3,《སྣར་》,གི།,,,,,,
,,1435,4,《པེ་》《སྣར་》,mབ།,,,,,,
,,1436,5,《སྣར་》,mརབ་ཏུ།,,,,,,
,,1437,6,《པེ་》《སྣར་》,གི།,,,,,,
,,1438,7,《པེ་》《སྣར་》,གྱི།,,,,,,
,,1439,8,《པེ་》《སྣར་》,mནི།,,,,,,
,,1440,9,《པེ་》《སྣར་》,སྤང་བས།,,,,,,
,,1441,10,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,1442,11,《པེ་》《སྣར་》,སྤང་བས།,,,,,,
,,1443,12,《པེ་》《སྣར་》,སྤང་བ།,,,,,,
,,1444,13,《པེ་》《སྣར་》,སྤང་བ།,,,,,,
,210,1445,1,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,1446,2,《པེ་》《སྣར་》,ཀྱི་སྟེ།,,,,,,
,,1447,3,《པེ་》《སྣར་》,གི།,,,,,,
,,1448,4,《པེ་》《སྣར་》,pགསུམ།,,,,,,
,211,1449,1,《པེ་》《སྣར་》,pདུ།,,,,,,
,,1450,2,《པེ་》,གྱི།,,,,,,
,,1451,3,《པེ་》《སྣར་》,སྤང་།,,,,,,
,,1452,4,《པེ་》,པྲད།;《སྣར་》,སྤྲད།,,,,,
,,1453,5,《པེ་》《སྣར་》,པ།,,,,,,
,,1454,6,《སྣར་》,པ།,,,,,,
,,1455,7,《པེ་》《སྣར་》,བུས།,,,,,,
,,1456,8,《པེ་》《སྣར་》,mམ།,,,,,,
,,1457,9,《པེ་》《སྣར་》,བུའི་སྤང་བའི།,,,,,,
,212,1458,1,《པེ་》《སྣར་》,ཕྱེ།  ,,,,,,
,,1459,2,《པེ་》《སྣར་》,pགཉིས་པ་ནི་ས་བརྒྱད་པ་ལ་སྤྲི་ལ་ཡོད་པ་ལྟ་བུའི་གནས་ངན་ལེན་སྤངས་པས་ཤིན་ཏུ་ཕྲ་བའི་དོན་གསལ་བར་འགྱུར་བའི་ཕྱིར་སྤྲི་ལ་ཡོད་པ་ལྟ་བུ་སྤངས་པའི་ཕྱིར་ནི་གསུམ་པ་དེ་རབ་ཏུ་དབྱེ་བ་ཡིན་ནོ་ཞེས་བྱ་བ་གསུངས་པ་ཡིན་ནོ།  །,,,,,,
,,1460,3,《པེ་》《སྣར་》,pཔ།  ,,,,,,
,,1461,4,《པེ་》《སྣར་》,སྤང་བའི།,,,,,,
,,1462,5,《པེ་》《སྣར་》,pཔ།,,,,,,
,,1463,6,《སྣར་》,པ།,,,,,,
,,1464,7,《པེ་》《སྣར་》,mཚེ།,,,,,,
,,1465,8,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,1466,9,《པེ་》《སྣར་》,pབཅོམ་ལྡན་འདས་ཀྱིས་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ལ་བཀའ་སྩལ་པ།  རྣམ་པ་གསུམ་གྱི་སྟེ་དང་པོ་ནི་པགས་ཤུན་ལ་བསྟན་ཏོ་ཞེས་བསྟན་པར་འགྱུར་རོ།  །མཚམས་རྣམ་པར་གྲོལ་བའི་མདོ་ལས་ནི།   སྐྱོན་རྣམ་པ་དུ་ཞིག་སྤངས་པ་ཉོན་མོངས་པ་དེ་དག་སྤངས་པ་ཞེས་བགྱི་ལགས། ་,,,,,,
,,1467,10,《སྣར་》,mཔ།,,,,,,
,,1468,11,《པེ་》《སྣར་》,སྤང་བ།,,,,,,
,213,1469,1,《པེ་》《སྣར་》,mདང་པོ།,,,,,,
,,1470,2,《པེ་》《སྣར་》,སྤང་བས།,,,,,,
,,1471,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,1472,4,《པེ་》《སྣར་》,mས།,,,,,,
,,1473,5,《པེ་》,སོ་སོ།;《སྣར་》,སོ་སོར།,,,,,
,,1474,6,《པེ་》《སྣར་》,ལ།,,,,,,
,,1475,7,《སྣར་》,གཟུང་།,,,,,,
,214,1476,1,《སྣར་》,གི།,,,,,,
,,1477,2,《པེ་》《སྣར་》,pལ།,,,,,,
,,1478,3,《སྣར་》,mལེན།,,,,,,
,,1479,4,《པེ་》《སྣར་》,pགནས་ངན་ལེན།,,,,,,
,,1480,5,《པེ་》《སྣར་》,གི།,,,,,,
,,1481,6,《པེ་》《སྣར་》,།།  །།,,,,,,
